collect_date,days_window,chapter,publish_date,plays,likes,likes_v2,comments,follows,shares,forward_chat,set_ringtone,set_status,set_cover,link_clicks_total,link_clicks_unique,add_to_contacts_total,add_to_contacts_unique,completion_rate_pct,avg_play_sec,source_follow_pct,source_friend_pct,source_recommend_pct,source_share_pct,source_msg_pct,source_page_pct,source_other_pct
2026-08-01,7,5,2026/07/31,243,0,0,1,0,0,0,0,0,0,0,0,0,0,20.16,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
